id;title;text;rating;fk_User_Id;fk_Product_Id
763;Pricey here;Tastes great, hardly like diet. Great and intense ginger taste but expensive on this site I get it in the liquor store for about a buck a can.;;763;180
764;Goslings inferior diet ginger beer;I received a case of Goslings diet ginger beer today. I had such high hopes for this product because this would be this first reasonably priced diet ginger beer that I could ship to my home that I have actually heard of (I had previously bought a case of Royalty diet ginger beer at Amazon, but I had never heard of the brand before buying it). I knew Goslings has a good reputation among Ginger Beers, so I had an expectation that I might have found a better diet ginger beer. Sadly, I was mistakenI tried this product in three blind taste tests with Royalty diet ginger beer as my alternative. In each of the three tests, I had a strong preference for Royalty. I found Goslings diet ginger beer to be overly sweet and syrupy, lacking in strong ginger flavor, and completely devoid of that spicy ginger bite that true ginger beer fans expect. Goslings diet ginger beer also has an unpleasant aftertaste that serves as a fitting exclamation point to this products mediocrity.I have had worse ginger beers. Saranac and Reeds come to mind. That said, Goslings diet ginger beer is simply an inferior product. When the price of this soda is similar to the diet ginger beers from Royalty or Barritts (for those who are lucky enough to have access to it), there is simply no reason to purchase Goslings diet ginger beer.Please note: I have used this product as a diet ginger beer, which I consumed plain or over ice. Although I highly doubt it, Goslings diet ginger beer may be the superior product for use in Dark n Stormy or Moscow Mule cocktails.;;764;180
765;Great if you prefer dry vs. sweet;I love ginger beer. This one is among the drier varieties, so it is light, crisp and refreshing. I would recommend this one for mixing lower calorie drinks. Great ginger flavor. I would buy this again.;;765;180
766;Disappointed;I bought this from a local store to make Moscow Mules, and I know Goslings is more about the Dark and Stormy, but I have to say I was very disappointed in this product. It didnt have as strong of ginger bite as I was looking for, but I guess thats what I get for going diet. I will stick to Royals from now on.;;766;180
767;Tastes so good!;Ginger Beer is hard to find where I live and to mention diet, its impossible! I love the taste of this brand and will continue to puchase.;;767;180
768;closeout;Are you not selling Oak Leaf wine in a box anymore We have been to 2 different Wal Marts without finding any. This in a box is great. Please do not stop carrying it.;5.0;768;181
769;Excellente;Perfect sipping tequila ... chilled and neat !;5.0;105;182
770;Solid tequila;My buddy ordered some shots of this stuff during a horns game. Frankly when it comes to tequila, I usually brace myself for a rough shot. Maybe Im drinking the wrong stuff, because this was really easy to put back. No lingering aftertaste. Reasonably priced. Good value tequila if youre looking.;5.0;106;182
771;One of my favorite!;Straight over ice.;5.0;107;182
772;It is the first drink I check everytime;The white label or the devils cut dashed with some lemonade and lime cordial is how I enjoy my Jim.;5.0;76;183
773;Yes I would buy again;Best Drink you can get;5.0;77;183
774;very reasonally priced;to make manhattens;4.0;78;183
775;One fine bourbon;Best bourbon I have found...have toured distillery and love the brand..;5.0;79;183
776;Red Stag stands alone;Red Stag and Coke Zero is my go to drink. Only wish more bars and restaurants stocked it. Nothing like a good bourbon with a cherry kick !;5.0;80;183
777;Good taste;I like it with dr.peper to sip and relax;5.0;81;183
778;The only whiskey I drink;Better than the others;5.0;82;183
779;Priced right and great quality;Drank it for years and always smooth and tasty. Now it is running off the shelves at our liquor store.;5.0;83;183
780;Best bourbon on earth.;I keep Jim Beam on hand every day of the week.;5.0;84;183
781;A Bourbon Legend;I typically have this neat or with an ice cube. Its light amber appearance, sweet, woody, mossy nose, and its mild moss, white oak, mellow wintergreen mint, and dried, faintly-candied fruit flavor draws the drinker into an exploration of pin-point distilling execution. Jim Beam Original has a gradual finish, with a ghost of chocolate powder, during the fade out. Highly recommended. RJT;5.0;85;183
782;I would buy this drink over and over.;Its does have a great toaste to it the only drink Ill drink.;5.0;86;183
783;Smooth;I had a neat 2 finger glass two weeks ago of JB Black label for the first time (Ive always drank Jack Daniels) and I loved it! No more Jack for me!;5.0;87;183
784;smoothy;Best tasteing and defenetly the smoothest around I love it!;5.0;88;183
785;Always in my liquor cabinet;I always keep a bottle of Jim Bean in my liquor cabinet. Value for price is incredible and it mixes great.;5.0;89;183
786;Grape Lover;If you love the taste of grapes This is your gonna love this great Wine. A KEEPER in my cabin.;5.0;786;184
787;Delicious taste;Im not a drinker and this taste delicious. I like it!!;5.0;787;185
788;I like the smooth taste good finish;I use with blue agave light golden syrup an one lime over ice with gold sauza tequila perfect drink!!!;5.0;181;186
789;Margaritas;Its a bit sweet but blends up well.;3.0;789;187
790;PIna Colada mix;My husband and his friend, who had never had a Pia Colada ,thought this was awesome! Perfect and easy to make for sitting around the pool on a very warm humid day;5.0;790;187
791;Just ordered this beer kit excited to brew it up ...;Just ordered this beer kit excited to brew it up and try it. This is my first partial grain batch;;791;188
792;Never judge a book by its cover, because this Irish Red is amazing;I reached out in the comments to ask another member how this turned out, but to no avail. Despite my reservations, I ordered the kit and in a few days a USPS box arrived at my house. I opened the box and found that there was no fluff, no boxed kit, there were just ingredients (partial mash) and instructions. The 6 pound pouch of DME and other pouches had handwritten on it what it was and when to use them. Admittedly I wrinkled my nose and thought what the hell is this. Brew day came and went and I had no problems with making the wort, everything went smooth. Eight days go by and I find that the FG reading on the batch is where I want it to be so I bottled 51 bottles of beer to condition.Fast forward 7 days now. I opened one to test it out. This beer turned out really good. The dark red color of the batch hails to it being a true Irish Red. The beer has a slightly malty flavor with subtle hints of caramel notes to it. Its not overly hoppy (which I detest in beers). Id purchase this again in a heartbeat.As a note to other people who may buy this, I enjoy darker, stouter beers. This might have better results if you thin the wort out by adding an extra 1/2 gallon or so of water. My beer came out darker than what is pictured (see below), some people strive for that true red coloring, and while this turned out red, it is a bit darker than traditional Irish Reds.;;792;188
793;It Works!;Biosilks shampoo conditioner have made a real difference to my dry hair. Worth the extra money.;;793;189
794;the only shampoo my hair listens to 1 of 1 people found this helpful. Was this review helpful to you Yes No;i tried this item because i heard good things and i saw it at costco. ive been hooked since. it cleans my hair and doesnt leave it frizzy. i have naturally wavy, fine asian hair so friz is not an option.costco stopped selling this so now the only place i can find this at a reasonable price is on amazon.;;794;189
795;the only shampoo my hair listens to;i tried this item because i heard good things and i saw it at costco. ive been hooked since. it cleans my hair and doesnt leave it frizzy. i have naturally wavy, fine asian hair so friz is not an option.costco stopped selling this so now the only place i can find this at a reasonable price is on amazon.;;794;189
